,train structures,test structures,train mae ,train mape,train r2,train pearson,train spearman,test mae ,test mape,test r2,test pearson,test spearman
91,cycle,random_binomial_path_complete_,1237.3899810139214,0.1851886292021928,0.17933708454330832,0.690774338355394,0.7072712130848524,148751.64316313658,0.4482824000636142,-0.23604926844954321,-0.15151656774124292,0.19632813325013196
92,cycle,ladder_random_binomial_path_complete_,1237.3899810139214,0.1851886292021928,0.17933708454330832,0.690774338355394,0.7072712130848524,139168.80982985604,0.4572979874772676,-0.21812602026535588,-0.11488054837580439,0.34720414726635623
93,random,ladder_,2257.878284344121,0.1744550147053101,0.2690491091404521,0.6758263010857465,0.6919880479521918,12933.165053621553,0.27093344386928514,0.18287562776194233,0.5890716635296321,0.5923114289828637
94,random,binomial_,2257.878284344121,0.1744550147053101,0.2690491091404521,0.6758263010857465,0.6919880479521918,10929.263759767817,0.6935126083428793,-1.1768266804542318,0.7712832073516036,0.4397012432198915
95,random,cycle_,2257.878284344121,0.1744550147053101,0.2690491091404521,0.6758263010857465,0.6919880479521918,11360.970661018751,0.7034872909511739,-3.7105175654444356,0.5756125783326398,0.5673633178130849
96,random,path_,2257.878284344121,0.1744550147053101,0.2690491091404521,0.6758263010857465,0.6919880479521918,12434.05288586297,0.7924328075309344,-4.78843144860357,0.597018475702833,0.6208515336245378
97,random,complete_,2257.878284344121,0.1744550147053101,0.2690491091404521,0.6758263010857465,0.6919880479521918,704941.1027175664,0.9485606635128213,-4.657788946964268,0.5187445112688941,0.5526466663466615
98,random,ladder_binomial_,2257.878284344121,0.1744550147053101,0.2690491091404521,0.6758263010857465,0.6919880479521918,12575.673669933669,0.517277897105083,0.5688336934603178,0.8605310058958223,0.8400023040368645
99,random,ladder_cycle_,2257.878284344121,0.1744550147053101,0.2690491091404521,0.6758263010857465,0.6919880479521918,12685.550517979727,0.5145032051373347,0.5787408580439659,0.8658663282170908,0.8858833581337301
100,random,ladder_path_,2257.878284344121,0.1744550147053101,0.2690491091404521,0.6758263010857465,0.6919880479521918,12205.861091752447,0.4961444142614205,0.6301047915185314,0.877645580462067,0.899964863437815
